timestamp,raw_value,attention
1582685663.227987,29,0
1582685663.227987,29,0
1582685663.227987,29,0
1582685663.276551,-88,0
1582685663.286697,-36,0
1582685663.290484,28,0
1582685663.290484,28,0
1582685663.290484,28,0
1582685663.290484,28,0
1582685663.33624,90,0
1582685663.3441432,85,0
1582685663.3479922,42,0
1582685663.3479922,42,0
1582685663.3479922,42,0
1582685663.3479922,42,0
1582685663.389259,25,0
1582685663.3993,19,0
1582685663.408067,-57,0
1582685663.408067,-57,0
1582685663.408067,-57,0
1582685663.408067,-57,0
1582685663.447925,40,0
1582685663.456793,277,0
1582685663.464253,139,0
1582685663.468024,40,0
1582685663.468024,40,0
1582685663.468024,40,0
1582685663.468024,40,0
1582685663.51029,-6,0
1582685663.519252,-85,0
1582685663.5280662,-250,0
1582685663.5291939,-281,0
1582685663.5291939,-281,0
1582685663.5291939,-281,0
1582685663.5291939,-281,0
1582685663.571535,-241,0
1582685663.581472,18,0
1582685663.589196,-25,0
1582685663.589196,-25,0
1582685663.589196,-25,0
1582685663.589196,-25,0
1582685663.630399,-65,0
1582685663.630399,-65,0
1582685663.6504068,97,0
1582685663.6504068,97,0
1582685663.6504068,97,0
1582685663.6504068,97,0
1582685663.6504068,97,0
1582685663.6504068,97,0
1582685663.6504068,97,0
1582685663.6504068,97,0
1582685663.719269,91,0
1582685663.719269,91,0
1582685663.719269,91,0
1582685663.751769,45,0
1582685663.7618308,123,0
1582685663.769251,16,0
1582685663.769251,16,0
1582685663.769251,16,0
1582685663.769251,16,0
1582685663.769251,16,0
1582685663.814254,-28,0
1582685663.82562,-7,0
1582685663.830485,80,0
1582685663.830485,80,0
1582685663.830485,80,0
1582685663.830485,80,0
1582685663.871829,-4,0
1582685663.879209,155,0
1582685663.8892732,26,0
1582685663.890469,11,0
1582685663.890469,11,0
1582685663.890469,11,0
1582685663.890469,11,0
1582685663.9342132,148,0
1582685663.942986,96,0
1582685663.949242,153,0
1582685663.949242,153,0
1582685663.949242,153,0
1582685663.949242,153,0
1582685663.9903219,217,0
1582685663.99931,466,0
1582685664.0081222,272,0
1582685664.009315,233,0
1582685664.009315,233,0
1582685664.009315,233,0
1582685664.046769,172,0
1582685664.056849,-83,0
1582685664.0656168,-248,0
1582685664.068025,-244,0
1582685664.068025,-244,0
1582685664.068025,-244,0
1582685664.068025,-244,0
1582685664.110497,-219,0
1582685664.120054,-153,0
1582685664.128083,-148,0
1582685664.130482,-118,0
1582685664.130482,-118,0
1582685664.130482,-118,0
1582685664.130482,-118,0
1582685664.17302,-157,0
1582685664.183017,20,51
1582685664.189307,24,51
1582685664.189307,24,51
1582685664.189307,24,51
1582685664.189307,24,51
1582685664.2317598,-90,51
1582685664.240507,101,51
1582685664.249289,-29,51
1582685664.249289,-29,51
1582685664.249289,-29,51
1582685664.249289,-29,51
1582685664.249289,-29,51
1582685664.249289,-29,51
1582685664.249289,-29,51
1582685664.249289,-29,51
1582685664.3192608,-53,51
1582685664.3192608,-53,51
1582685664.3192608,-53,51
1582685664.3192608,-53,51
1582685664.3192608,-53,51
1582685664.3192608,-53,51
1582685664.3192608,-53,51
1582685664.388022,-51,51
1582685664.388022,-51,51
1582685664.388022,-51,51
1582685664.388022,-51,51
1582685664.388022,-51,51
1582685664.388022,-51,51
1582685664.388022,-51,51
1582685664.4590988,144,51
1582685664.4590988,144,51
1582685664.478379,170,51
1582685664.4880981,-61,51
1582685664.4880981,-61,51
1582685664.4880981,-61,51
1582685664.4880981,-61,51
1582685664.5268412,-10,51
1582685664.534225,-68,51
1582685664.543019,-216,51
1582685664.55058,-157,51
1582685664.55058,-157,51
1582685664.55058,-157,51
1582685664.55058,-157,51
1582685664.55058,-157,51
1582685664.598018,-173,51
1582685664.608122,57,51
1582685664.608122,57,51
1582685664.608122,57,51
1582685664.608122,57,51
1582685664.64799,59,51
1582685664.6555488,187,51
1582685664.664314,134,51
1582685664.668065,28,51
1582685664.668065,28,51
1582685664.668065,28,51
1582685664.668065,28,51
1582685664.706798,2,51
1582685664.716761,26,51
1582685664.7267241,35,51
1582685664.7303228,60,51
1582685664.7303228,60,51
1582685664.7303228,60,51
1582685664.7303228,60,51
1582685664.7303228,60,51
1582685664.783911,132,51
1582685664.789324,83,51
1582685664.789324,83,51
1582685664.789324,83,51
1582685664.789324,83,51
1582685664.789324,83,51
1582685664.8367949,-6,51
1582685664.8467999,52,51
1582685664.850574,39,51
1582685664.850574,39,51
1582685664.850574,39,51
1582685664.850574,39,51
1582685664.895217,54,51
1582685664.90305,26,51
1582685664.90809,-6,51
1582685664.90809,-6,51
1582685664.90809,-6,51
1582685664.90809,-6,51
1582685664.90809,-6,51
1582685664.90809,-6,51
1582685664.90809,-6,51
1582685664.976898,-25,51
1582685664.976898,-25,51
1582685664.976898,-25,51
1582685664.976898,-25,51
1582685665.0130508,-37,51
1582685665.0249631,58,51
1582685665.029288,71,51
1582685665.029288,71,51
1582685665.029288,71,51
1582685665.029288,71,51
1582685665.029288,71,51
1582685665.081407,140,51
1582685665.08933,26,51
1582685665.090513,-20,51
1582685665.090513,-20,51
1582685665.090513,-20,51
1582685665.090513,-20,51
1582685665.090513,-20,51
1582685665.143121,372,51
1582685665.148194,426,34
1582685665.148194,426,34
1582685665.148194,426,34
1582685665.148194,426,34
1582685665.19053,410,34
1582685665.200095,194,34
1582685665.208118,-130,34
1582685665.2104452,-211,34
1582685665.2104452,-211,34
1582685665.2104452,-211,34
1582685665.2104452,-211,34
1582685665.2540429,-125,34
1582685665.261835,-184,34
1582685665.2693582,-162,34
1582685665.2693582,-162,34
1582685665.2693582,-162,34
1582685665.2693582,-162,34
1582685665.2693582,-162,34
1582685665.3192818,-166,34
1582685665.3281012,45,34
1582685665.330563,-9,34
1582685665.330563,-9,34
1582685665.330563,-9,34
1582685665.330563,-9,34
1582685665.3743129,-10,34
1582685665.384358,60,34
1582685665.390552,58,34
1582685665.390552,58,34
1582685665.390552,58,34
1582685665.423285,39,34
1582685665.427257,-14,34
1582685665.427257,-14,34
1582685665.449344,102,34
1582685665.450529,103,34
1582685665.450529,103,34
1582685665.450529,103,34
1582685665.450529,103,34
1582685665.494138,117,34
1582685665.50265,97,34
1582685665.5081441,105,34
1582685665.5081441,105,34
1582685665.5081441,105,34
1582685665.5081441,105,34
1582685665.5081441,105,34
1582685665.556829,19,34
1582685665.566933,74,34
1582685665.5680819,37,34
1582685665.5680819,37,34
1582685665.5680819,37,34
1582685665.5680819,37,34
1582685665.5680819,37,34
1582685665.5680819,37,34
1582685665.5680819,37,34
1582685665.639355,-43,34
1582685665.639355,-43,34
1582685665.639355,-43,34
1582685665.639355,-43,34
1582685665.639355,-43,34
1582685665.692984,155,34
1582685665.692984,155,34
1582685665.692984,155,34
1582685665.692984,155,34
1582685665.732399,106,34
1582685665.7406778,-136,34
1582685665.746881,-76,34
1582685665.7505379,-84,34
1582685665.7505379,-84,34
1582685665.7505379,-84,34
1582685665.786911,16,34
1582685665.796864,183,34
1582685665.804356,53,34
1582685665.8081229,74,34
1582685665.8081229,74,34
1582685665.8081229,74,34
1582685665.8081229,74,34
1582685665.8081229,74,34
1582685665.860679,-30,34
1582685665.870571,-26,34
1582685665.870571,-26,34
1582685665.870571,-26,34
1582685665.870571,-26,34
1582685665.870571,-26,34
1582685665.918547,125,34
1582685665.92562,60,34
1582685665.928013,3,34
1582685665.928013,3,34
1582685665.928013,3,34
1582685665.964312,-74,34
1582685665.970551,55,34
1582685665.980669,237,34
1582685665.9881191,54,34
1582685665.9881191,54,34
1582685665.9881191,54,34
1582685665.9881191,54,34
1582685665.9881191,54,34
1582685666.033133,89,34
1582685666.045053,66,34
1582685666.049393,-13,34
1582685666.049393,-13,34
1582685666.049393,-13,34
1582685666.049393,-13,34
1582685666.091915,-33,34
1582685666.102664,58,34
1582685666.108095,-85,34
1582685666.108095,-85,34
1582685666.108095,-85,34
1582685666.108095,-85,34
1582685666.146865,-141,34
1582685666.156874,85,37
1582685666.165683,-77,37
1582685666.170378,-58,37
1582685666.170378,-58,37
1582685666.170378,-58,37
1582685666.170378,-58,37
1582685666.170378,-58,37
1582685666.170378,-58,37
1582685666.170378,-58,37
1582685666.2381718,16,37
1582685666.2381718,16,37
1582685666.2381718,16,37
1582685666.2381718,16,37
1582685666.2381718,16,37
1582685666.285675,18,37
1582685666.291855,183,37
1582685666.291855,183,37
1582685666.291855,183,37
1582685666.291855,183,37
1582685666.331222,123,37
1582685666.3368561,11,37
1582685666.3368561,11,37
1582685666.3368561,11,37
1582685666.3368561,11,37
1582685666.3368561,11,37
1582685666.3368561,11,37
1582685666.3968902,-46,37
1582685666.406688,-52,37
1582685666.408224,-53,37
1582685666.408224,-53,37
1582685666.408224,-53,37
1582685666.408224,-53,37
1582685666.449389,-88,37
1582685666.456913,-33,37
1582685666.465664,3,37
1582685666.4706671,-38,37
1582685666.4706671,-38,37
1582685666.4706671,-38,37
1582685666.4706671,-38,37
1582685666.511889,-73,37
1582685666.521902,34,37
1582685666.530669,-52,37
1582685666.530669,-52,37
1582685666.530669,-52,37
1582685666.530669,-52,37
1582685666.530669,-52,37
1582685666.57894,50,37
1582685666.5868979,52,37
1582685666.590687,42,37
1582685666.590687,42,37
1582685666.590687,42,37
1582685666.590687,42,37
1582685666.6319091,83,37
1582685666.6418931,38,37
1582685666.648113,12,37
1582685666.648113,12,37
1582685666.648113,12,37
1582685666.648113,12,37
1582685666.6868632,-24,37
1582685666.6969678,389,37
1582685666.705703,267,37
1582685666.709402,157,37
1582685666.709402,157,37
1582685666.709402,157,37
1582685666.709402,157,37
1582685666.709402,157,37
1582685666.759312,135,37
1582685666.768157,-49,37
1582685666.768157,-49,37
1582685666.768157,-49,37
1582685666.768157,-49,37
1582685666.809407,-114,37
1582685666.819266,-115,37
1582685666.828191,-141,37
1582685666.830644,-139,37
1582685666.830644,-139,37
1582685666.830644,-139,37
1582685666.830644,-139,37
1582685666.830644,-139,37
1582685666.830644,-139,37
1582685666.830644,-139,37
1582685666.89938,-165,37
1582685666.89938,-165,37
1582685666.89938,-165,37
1582685666.89938,-165,37
1582685666.9432251,56,37
1582685666.94943,58,37
1582685666.94943,58,37
1582685666.94943,58,37
1582685666.94943,58,37
1582685666.990601,-23,37
1582685666.999404,54,37
1582685667.008182,24,37
1582685667.009381,21,37
1582685667.009381,21,37
1582685667.009381,21,37
1582685667.045677,10,37
1582685667.0551941,28,37
1582685667.0619159,32,37
1582685667.068177,-7,37
1582685667.068177,-7,37
1582685667.068177,-7,37
1582685667.068177,-7,37
1582685667.110593,-37,37
1582685667.120638,34,37
1582685667.130622,24,37
1582685667.130622,24,37
1582685667.130622,24,37
1582685667.130622,24,37
1582685667.130622,24,37
1582685667.1744242,17,17
1582685667.1843781,69,17
1582685667.189416,-119,17
1582685667.189416,-119,17
1582685667.189416,-119,17
1582685667.189416,-119,17
1582685667.231891,-36,17
1582685667.239685,141,17
1582685667.2456791,105,17
1582685667.25069,4,17
1582685667.25069,4,17
1582685667.25069,4,17
1582685667.25069,4,17
1582685667.295265,124,17
1582685667.303148,87,17
1582685667.311892,-19,17
1582685667.311892,-19,17
1582685667.311892,-19,17
1582685667.311892,-19,17
1582685667.311892,-19,17
1582685667.3568902,50,17
1582685667.365705,163,17
1582685667.368204,88,17
1582685667.368204,88,17
1582685667.368204,88,17
1582685667.368204,88,17
1582685667.410521,-18,17
1582685667.420406,9,17
1582685667.429353,1,17
1582685667.429353,1,17
1582685667.429353,1,17
1582685667.429353,1,17
1582685667.464642,6,17
1582685667.473919,327,17
1582685667.4806342,339,17
1582685667.488281,284,17
1582685667.488281,284,17
1582685667.488281,284,17
1582685667.488281,284,17
1582685667.488281,284,17
1582685667.488281,284,17
1582685667.488281,284,17
1582685667.488281,284,17
1582685667.559423,209,17
1582685667.559423,209,17
1582685667.559423,209,17
1582685667.559423,209,17
1582685667.603935,18,17
1582685667.610683,-114,17
1582685667.610683,-114,17
1582685667.610683,-114,17
1582685667.610683,-114,17
1582685667.649589,-121,17
1582685667.65946,-3,17
1582685667.668225,-40,17
1582685667.668225,-40,17
1582685667.668225,-40,17
1582685667.668225,-40,17
1582685667.668225,-40,17
1582685667.7131908,-37,17
1582685667.7257311,67,17
1582685667.730637,24,17
1582685667.730637,24,17
1582685667.730637,24,17
1582685667.730637,24,17
1582685667.771931,-13,17
1582685667.7819462,-50,17
1582685667.79069,-171,17
1582685667.79069,-171,17
1582685667.79069,-171,17
1582685667.79069,-171,17
1582685667.82714,-131,17
1582685667.8355331,103,17
1582685667.844359,54,17
1582685667.84946,45,17
1582685667.84946,45,17
1582685667.84946,45,17
1582685667.84946,45,17
1582685667.84946,45,17
1582685667.8982,24,17
1582685667.908108,184,17
1582685667.910669,119,17
1582685667.910669,119,17
1582685667.910669,119,17
1582685667.910669,119,17
1582685667.950598,118,17
1582685667.960607,61,17
1582685667.970675,-41,17
1582685667.970675,-41,17
1582685667.970675,-41,17
1582685667.970675,-41,17
1582685668.0080562,108,17
1582685668.016958,217,17
1582685668.025664,151,17
1582685668.029475,141,17
1582685668.029475,141,17
1582685668.029475,141,17
1582685668.029475,141,17
1582685668.029475,141,17
1582685668.0807161,69,17
1582685668.090681,32,17
1582685668.090681,32,17
1582685668.090681,32,17
1582685668.090681,32,17
1582685668.090681,32,17
1582685668.090681,32,17
1582685668.090681,32,17
1582685668.090681,32,17
1582685668.156986,37,17
1582685668.156986,37,17
1582685668.156986,37,17
1582685668.156986,37,17
1582685668.200747,43,27
1582685668.200747,43,27
1582685668.200747,43,27
1582685668.200747,43,27
1582685668.200747,43,27
1582685668.200747,43,27
1582685668.2570398,68,27
1582685668.260994,11,27
1582685668.275715,28,27
1582685668.2830038,-91,27
1582685668.2932491,-122,27
1582685668.300708,-90,27
1582685668.3106902,-167,27
1582685668.3181849,-105,27
1582685668.3256938,-86,27
1582685668.33185,-134,27
1582685668.33185,-134,27
1582685668.3510551,-67,27
1582685668.35822,-11,27
1582685668.36444,-30,27
1582685668.374442,8,27
1582685668.384344,-46,27
1582685668.393213,-9,27
1582685668.402004,-19,27
1582685668.405744,-38,27
1582685668.405744,-38,27
1582685668.405744,-38,27
1582685668.405744,-38,27
1582685668.405744,-38,27
1582685668.405744,-38,27
1582685668.405744,-38,27
1582685668.475696,8,27
1582685668.476772,17,27
1582685668.494286,28,27
1582685668.5018392,157,27
1582685668.5082529,5,27
1582685668.5082529,5,27
1582685668.5082529,5,27
1582685668.5082529,5,27
1582685668.5482361,-17,27
1582685668.5569909,101,27
1582685668.565738,59,27
1582685668.568117,28,27
1582685668.568117,28,27
1582685668.568117,28,27
1582685668.568117,28,27
1582685668.568117,28,27
1582685668.618177,22,27
1582685668.628224,105,27
1582685668.630751,73,27
1582685668.630751,73,27
1582685668.630751,73,27
1582685668.630751,73,27
1582685668.670538,22,27
1582685668.678505,96,27
1582685668.687062,55,27
1582685668.689481,57,27
1582685668.689481,57,27
1582685668.689481,57,27
1582685668.689481,57,27
1582685668.726812,40,27
1582685668.738017,128,27
1582685668.745663,-50,27
1582685668.749453,-109,27
1582685668.749453,-109,27
1582685668.749453,-109,27
1582685668.749453,-109,27
1582685668.749453,-109,27
1582685668.749453,-109,27
1582685668.749453,-109,27
1582685668.749453,-109,27
1582685668.819463,-68,27
1582685668.819463,-68,27
1582685668.819463,-68,27
1582685668.819463,-68,27
1582685668.862783,104,27
1582685668.870705,114,27
1582685668.870705,114,27
1582685668.870705,114,27
1582685668.870705,114,27
1582685668.870705,114,27
1582685668.9157271,16,27
1582685668.92531,136,27
1582685668.930849,68,27
1582685668.930849,68,27
1582685668.930849,68,27
1582685668.930849,68,27
1582685668.930849,68,27
1582685668.930849,68,27
1582685668.983263,-18,27
1582685668.990582,107,27
1582685668.990582,107,27
1582685668.990582,107,27
1582685668.990582,107,27
1582685668.990582,107,27
1582685668.990582,107,27
1582685669.042758,112,27
1582685669.048075,64,27
1582685669.048075,64,27
1582685669.048075,64,27
1582685669.048075,64,27
1582685669.048075,64,27
1582685669.0931442,-4,27
1582685669.103255,-33,27
1582685669.110695,-101,27
1582685669.110695,-101,27
1582685669.110695,-101,27
1582685669.110695,-101,27
1582685669.110695,-101,27
1582685669.155733,-137,27
1582685669.167038,264,69
1582685669.170617,233,69
1582685669.170617,233,69
1582685669.170617,233,69
1582685669.170617,233,69
1582685669.2120152,115,69
1582685669.219508,45,69
1582685669.2281861,-23,69
1582685669.2281861,-23,69
1582685669.2281861,-23,69
1582685669.2281861,-23,69
1582685669.2281861,-23,69
1582685669.2755651,-93,69
1582685669.2818298,-124,69
1582685669.290739,-184,69
1582685669.290739,-184,69
1582685669.290739,-184,69
1582685669.290739,-184,69
1582685669.290739,-184,69
1582685669.336989,-188,69
1582685669.345802,-10,69
1582685669.34814,36,69
1582685669.34814,36,69
1582685669.34814,36,69
1582685669.34814,36,69
1582685669.34814,36,69
1582685669.3956878,-106,69
1582685669.396914,-120,69
1582685669.396914,-120,69
1582685669.396914,-120,69
1582685669.396914,-120,69
1582685669.396914,-120,69
1582685669.396914,-120,69
1582685669.396914,-120,69
1582685669.4670231,20,69
1582685669.4670231,20,69
1582685669.4670231,20,69
1582685669.4670231,20,69
1582685669.4670231,20,69
1582685669.5120351,58,69
1582685669.522033,7,69
1582685669.5307038,-8,69
1582685669.5307038,-8,69
1582685669.5307038,-8,69
1582685669.5307038,-8,69
1582685669.5307038,-8,69
1582685669.577,9,69
1582685669.58454,162,69
1582685669.5870569,103,69
1582685669.5870569,103,69
1582685669.5870569,103,69
1582685669.5870569,103,69
1582685669.5870569,103,69
1582685669.637024,154,69
1582685669.649586,259,69
1582685669.65079,230,69
1582685669.65079,230,69
1582685669.65079,230,69
1582685669.65079,230,69
1582685669.694561,-7,69
1582685669.702028,-106,69
1582685669.7108018,-195,69
1582685669.7108018,-195,69
1582685669.7108018,-195,69
1582685669.7108018,-195,69
1582685669.7108018,-195,69
1582685669.7566159,-132,69
1582685669.7632792,-114,69
1582685669.769543,-186,69
1582685669.769543,-186,69
1582685669.769543,-186,69
1582685669.769543,-186,69
1582685669.769543,-186,69
1582685669.81956,-138,69
1582685669.8294022,37,69
1582685669.8307672,49,69
1582685669.8307672,49,69
1582685669.8307672,49,69
1582685669.8307672,49,69
1582685669.874515,-46,69
1582685669.884541,194,69
1582685669.8908072,117,69
1582685669.8908072,117,69
1582685669.8908072,117,69
1582685669.8908072,117,69
1582685669.930699,108,69
1582685669.9408152,20,69
1582685669.9484348,-72,69
1582685669.950762,-117,69
1582685669.950762,-117,69
1582685669.950762,-117,69
1582685669.950762,-117,69
1582685669.950762,-117,69
1582685670.0007749,-147,69
1582685670.0107908,1,69
1582685670.0107908,1,69
1582685670.0107908,1,69
1582685670.0107908,1,69
1582685670.0107908,1,69
1582685670.0107908,1,69
1582685670.0107908,1,69
1582685670.0772,5,69
1582685670.0772,5,69
1582685670.0772,5,69
1582685670.0772,5,69
1582685670.117873,90,69
1582685670.12582,65,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.1307678,32,69
1582685670.234592,-136,77
1582685670.2460558,21,77
1582685670.250774,-4,77
1582685670.250774,-4,77
1582685670.250774,-4,77
1582685670.250774,-4,77
1582685670.292345,282,77
1582685670.298342,259,77
1582685670.308341,208,77
1582685670.308341,208,77
1582685670.308341,208,77
1582685670.308341,208,77
1582685670.308341,208,77
1582685670.308341,208,77
1582685670.365802,166,77
1582685670.372861,48,77
1582685670.372861,48,77
1582685670.372861,48,77
1582685670.372861,48,77
1582685670.4095411,-6,77
1582685670.418379,-140,77
1582685670.425846,-170,77
1582685670.4295769,-152,77
1582685670.4295769,-152,77
1582685670.4295769,-152,77
1582685670.4295769,-152,77
1582685670.47211,-169,77
1582685670.481853,-88,77
1582685670.488099,-185,77
1582685670.488099,-185,77
1582685670.488099,-185,77
1582685670.488099,-185,77
1582685670.488099,-185,77
1582685670.488099,-185,77
1582685670.5433521,-184,77
1582685670.5506408,113,77
1582685670.5506408,113,77
1582685670.5506408,113,77
1582685670.5506408,113,77
1582685670.5940638,88,77
1582685670.603312,-29,77
1582685670.610765,-87,77
1582685670.610765,-87,77
1582685670.610765,-87,77
1582685670.610765,-87,77
1582685670.6496089,-74,77
1582685670.6581178,183,77
1582685670.664577,90,77
1582685670.6707761,12,77
1582685670.6707761,12,77
1582685670.6707761,12,77
1582685670.6707761,12,77
1582685670.6707761,12,77
1582685670.6707761,12,77
1582685670.6707761,12,77
1582685670.738404,-21,77
1582685670.738404,-21,77
1582685670.738404,-21,77
1582685670.738404,-21,77
1582685670.777092,264,77
1582685670.777092,264,77
1582685670.796455,98,77
1582685670.804667,19,77
1582685670.814664,-34,77
1582685670.8246698,-122,77
1582685670.832056,-114,77
1582685670.842144,-132,77
1582685670.849673,-162,77
1582685670.8520582,-181,77
1582685670.8683672,-196,77
1582685670.875736,68,77
1582685670.8846562,22,77
1582685670.892119,19,77
1582685670.900844,-72,77
1582685670.9106681,-24,77
1582685670.9180522,-59,77
1582685670.927094,6,77
1582685670.927094,6,77
1582685670.9420888,21,77
1582685670.9420888,21,77
1582685670.9420888,21,77
1582685670.9694772,13,77
1582685670.970634,37,77
1582685670.970634,37,77
1582685670.970634,37,77
1582685670.970634,37,77
1582685671.0118651,96,77
1582685671.0233972,101,77
1582685671.030832,76,77
1582685671.030832,76,77
1582685671.030832,76,77
1582685671.030832,76,77
1582685671.030832,76,77
1582685671.07713,23,77
1582685671.089752,316,77
1582685671.089752,316,77
1582685671.089752,316,77
1582685671.089752,316,77
1582685671.1271172,300,77
1582685671.1358259,264,77
1582685671.145876,91,83
1582685671.150792,75,83
1582685671.150792,75,83
1582685671.150792,75,83
1582685671.150792,75,83
1582685671.1942651,-133,83
1582685671.2008839,-171,83
1582685671.2108958,-227,83
1582685671.2108958,-227,83
1582685671.2108958,-227,83
